,Datum,time,measurement,commentary,pressure_sample[bar],current[mA],voltage[mV],voltage_needle[mV],voltage_th[mV],voltage_needle_th[mV],R_ges / mOhm*cm²,R_bulk / mOhm*cm²,contact_area[cm2],pressure[bar],p_Kraftsensor / ?,Weg Bürster,Kraftsensor Poly,Probendicke Poly,Kraftsensor,Probendicke,U_ges 1,U_Nadel 1,U_ges 2,U_Nadel 2,Diff_U_ges/2,Diff_U_Nadel/2,Relais,pressure_rounded[bar],contact_resistance[mOhm*cm2],contact_resistance_error[mOhm*cm2],contact_resistance_mean[mOhm*cm2],resistance[mOhm*cm2],resistance_mean[mOhm*cm2],resistance_error[mOhm*cm2],bulk_resistance[mOhm*cm2],bulk_resistance_mean[mOhm*cm2],bulk_resistance_error[mOhm*cm2],bulk_resistance_sub[mOhm*cm2],volume_resistance[mOhm*cm2],volume_resistance_mean[mOhm*cm2],volume_resistance_error[mOhm*cm2],degradation_corr[mOhm*cm2],cycle
850,24.06.2020,16:10:31,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),3.04,1497.0,6.19,6.2,6.15,6.15,17.17,17.19,4.15,0.64,-5015.09,2522.12,0.0,0.0,-54.52,15640.95,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,3.0,8.52,0.0,8.53,17.05,17.05,0.01,0.0,0.0,0.0,0.0,17.05,17.05,0.01,0.0,15.0
851,24.06.2020,16:10:34,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),3.04,1997.0,8.24,8.24,8.2,8.19,17.13,17.12,4.15,0.64,-5013.4,2522.02,0.0,0.0,-54.5,15643.16,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,3.0,8.52,0.0,8.53,17.03,17.05,0.01,0.0,0.0,0.0,0.0,17.03,17.05,0.01,0.0,15.0
852,24.06.2020,16:10:37,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),5.02,499.5,1.71,1.7,1.66,1.66,14.2,14.15,4.15,1.06,-4606.26,2564.85,0.0,0.0,-49.65,14727.03,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,5.0,6.92,0.01,6.9,13.83,13.79,0.01,0.0,0.0,0.0,0.0,13.83,13.79,0.01,0.0,15.0
853,24.06.2020,16:10:42,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),5.03,997.0,3.35,3.36,3.31,3.31,13.96,13.99,4.15,1.06,-4605.2,2573.52,0.0,0.0,-49.63,14541.6,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,5.0,6.89,0.01,6.9,13.78,13.79,0.01,0.0,0.0,0.0,0.0,13.78,13.79,0.01,0.0,15.0
854,24.06.2020,16:10:45,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),5.02,1497.0,5.02,5.02,4.97,4.97,13.91,13.9,4.15,1.06,-4606.39,2573.39,0.0,0.0,-49.65,14544.41,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,5.0,6.89,0.01,6.9,13.78,13.79,0.01,0.0,0.0,0.0,0.0,13.78,13.79,0.01,0.0,15.0
855,24.06.2020,16:10:48,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),5.03,1997.0,6.67,6.67,6.63,6.62,13.86,13.86,4.15,1.06,-4607.7,2573.39,0.0,0.0,-49.66,14544.45,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,5.0,6.89,0.01,6.9,13.77,13.79,0.01,0.0,0.0,0.0,0.0,13.77,13.79,0.01,0.0,15.0
856,24.06.2020,16:10:52,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),6.03,499.5,1.58,1.56,1.54,1.52,13.12,12.99,4.15,1.27,-4394.02,2602.43,0.0,0.0,-47.15,13923.22,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,6.0,6.38,0.01,6.34,12.76,12.69,0.02,0.0,0.0,0.0,0.0,12.76,12.69,0.02,0.0,15.0
857,24.06.2020,16:10:56,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),6.01,997.0,3.09,3.1,3.05,3.05,12.86,12.89,4.15,1.27,-4394.4,2611.12,0.0,0.0,-47.16,13737.47,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,6.0,6.34,0.01,6.34,12.68,12.69,0.02,0.0,0.0,0.0,0.0,12.68,12.69,0.02,0.0,15.0
858,24.06.2020,16:10:59,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),6.02,1497.0,4.61,4.61,4.57,4.57,12.79,12.79,4.15,1.27,-4391.7,2611.05,0.0,0.0,-47.13,13738.85,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,6.0,6.33,0.01,6.34,12.67,12.69,0.02,0.0,0.0,0.0,0.0,12.67,12.69,0.02,0.0,15.0
859,24.06.2020,16:11:03,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),6.03,1997.0,6.13,6.13,6.09,6.08,12.75,12.74,4.15,1.27,-4388.51,2611.07,0.0,0.0,-47.09,13738.6,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,6.0,6.33,0.01,6.34,12.66,12.69,0.02,0.0,0.0,0.0,0.0,12.66,12.69,0.02,0.0,15.0
860,24.06.2020,16:11:06,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),9.02,499.5,1.32,1.32,1.28,1.28,10.98,10.99,4.15,1.91,-3777.83,2678.58,0.0,0.0,-40.05,12294.64,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,9.0,5.31,0.01,5.29,10.62,10.58,0.01,0.0,0.0,0.0,0.0,10.62,10.58,0.01,0.0,15.0
861,24.06.2020,16:11:10,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),9.0,998.0,2.59,2.59,2.55,2.54,10.77,10.78,4.15,1.9,-3775.95,2687.52,0.0,0.0,-40.03,12103.33,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,9.0,5.29,0.01,5.29,10.59,10.58,0.01,0.0,0.0,0.0,0.0,10.59,10.58,0.01,0.0,15.0
862,24.06.2020,16:11:14,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),9.0,1497.0,3.86,3.86,3.81,3.81,10.69,10.69,4.15,1.9,-3780.08,2687.52,0.0,0.0,-40.08,12103.29,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,9.0,5.28,0.01,5.29,10.57,10.58,0.01,0.0,0.0,0.0,0.0,10.57,10.58,0.01,0.0,15.0
863,24.06.2020,16:11:17,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),9.01,1997.0,5.13,5.13,5.08,5.08,10.66,10.65,4.15,1.91,-3776.77,2687.5,0.0,0.0,-40.04,12103.75,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,9.0,5.28,0.01,5.29,10.57,10.58,0.01,0.0,0.0,0.0,0.0,10.57,10.58,0.01,0.0,15.0
864,24.06.2020,16:11:20,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),10.01,499.5,1.26,1.26,1.22,1.21,10.47,10.44,4.15,2.12,-3566.47,2712.25,0.0,0.0,-37.66,11574.34,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,10.0,5.05,0.01,5.03,10.1,10.06,0.02,0.0,0.0,0.0,0.0,10.1,10.06,0.02,0.0,15.0
865,24.06.2020,16:11:25,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),10.0,997.0,2.46,2.46,2.41,2.41,10.22,10.22,4.15,2.11,-3561.77,2721.36,0.0,0.0,-37.6,11379.55,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,10.0,5.02,0.01,5.03,10.04,10.06,0.02,0.0,0.0,0.0,0.0,10.04,10.06,0.02,0.0,15.0
866,24.06.2020,16:11:28,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),10.0,1497.0,3.67,3.67,3.63,3.62,10.18,10.16,4.15,2.11,-3560.83,2721.27,0.0,0.0,-37.59,11381.49,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,10.0,5.03,0.01,5.03,10.06,10.06,0.02,0.0,0.0,0.0,0.0,10.06,10.06,0.02,0.0,15.0
867,24.06.2020,16:11:31,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),10.0,1997.0,4.87,4.87,4.83,4.83,10.12,10.12,4.15,2.11,-3561.15,2721.3,0.0,0.0,-37.6,11380.92,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,10.0,5.01,0.01,5.03,10.03,10.06,0.02,0.0,0.0,0.0,0.0,10.03,10.06,0.02,0.0,15.0
868,24.06.2020,16:11:34,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),12.0,499.5,1.16,1.16,1.11,1.11,9.61,9.63,4.15,2.54,-3151.38,2761.48,0.0,0.0,-33.02,10521.47,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,12.0,4.62,0.0,4.62,9.24,9.24,0.01,0.0,0.0,0.0,0.0,9.24,9.24,0.01,0.0,15.0
869,24.06.2020,16:11:39,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),12.01,997.0,2.27,2.27,2.22,2.22,9.44,9.44,4.15,2.54,-3144.74,2770.77,0.0,0.0,-32.94,10322.74,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,12.0,4.63,0.0,4.62,9.26,9.24,0.01,0.0,0.0,0.0,0.0,9.26,9.24,0.01,0.0,15.0
870,24.06.2020,16:11:42,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),12.02,1497.0,3.38,3.37,3.33,3.33,9.36,9.35,4.15,2.54,-3142.93,2770.72,0.0,0.0,-32.92,10323.9,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,12.0,4.62,0.0,4.62,9.24,9.24,0.01,0.0,0.0,0.0,0.0,9.24,9.24,0.01,0.0,15.0
871,24.06.2020,16:11:45,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),12.01,1997.0,4.48,4.49,4.43,4.44,9.3,9.32,4.15,2.54,-3146.05,2770.77,0.0,0.0,-32.96,10322.84,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,12.0,4.61,0.0,4.62,9.21,9.24,0.01,0.0,0.0,0.0,0.0,9.21,9.24,0.01,0.0,15.0
872,24.06.2020,16:11:49,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),15.02,499.5,1.05,1.04,1.0,0.99,8.71,8.64,4.15,3.17,-2523.42,2841.93,0.0,0.0,-26.15,8800.68,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,15.0,4.17,0.01,4.16,8.34,8.32,0.02,0.0,0.0,0.0,0.0,8.34,8.32,0.02,0.0,15.0
873,24.06.2020,16:11:53,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),15.01,997.0,2.05,2.04,2.0,1.99,8.52,8.49,4.15,3.17,-2516.41,2851.36,0.0,0.0,-26.07,8598.95,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,15.0,4.17,0.01,4.16,8.34,8.32,0.02,0.0,0.0,0.0,0.0,8.34,8.32,0.02,0.0,15.0
874,24.06.2020,16:11:56,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),15.01,1497.0,3.04,3.04,3.0,2.99,8.43,8.42,4.15,3.17,-2522.04,2851.36,0.0,0.0,-26.13,8599.02,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,15.0,4.15,0.01,4.16,8.31,8.32,0.02,0.0,0.0,0.0,0.0,8.31,8.32,0.02,0.0,15.0
875,24.06.2020,16:12:00,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),15.01,1997.0,4.02,4.02,3.98,3.98,8.36,8.36,4.15,3.17,-2519.35,2851.4,0.0,0.0,-26.1,8598.24,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,15.0,4.14,0.01,4.16,8.27,8.32,0.02,0.0,0.0,0.0,0.0,8.27,8.32,0.02,0.0,15.0
876,24.06.2020,16:12:03,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),18.01,499.5,0.96,0.97,0.92,0.92,7.99,8.03,4.15,3.81,-1896.52,2922.66,0.0,0.0,-19.45,7074.07,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,18.0,3.81,0.01,3.8,7.63,7.6,0.01,0.0,0.0,0.0,0.0,7.63,7.6,0.01,0.0,15.0
877,24.06.2020,16:12:07,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),17.99,997.0,1.87,1.88,1.83,1.83,7.79,7.83,4.15,3.8,-1891.2,2932.49,0.0,0.0,-19.39,6863.82,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,18.0,3.8,0.01,3.8,7.6,7.6,0.01,0.0,0.0,0.0,0.0,7.6,7.6,0.01,0.0,15.0
878,24.06.2020,16:12:11,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),18.0,1497.0,2.78,2.78,2.74,2.74,7.72,7.71,4.15,3.8,-1893.21,2932.46,0.0,0.0,-19.41,6864.35,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,18.0,3.8,0.01,3.8,7.6,7.6,0.01,0.0,0.0,0.0,0.0,7.6,7.6,0.01,0.0,15.0
879,24.06.2020,16:12:14,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),17.99,1997.0,3.69,3.69,3.65,3.65,7.67,7.67,4.15,3.8,-1892.08,2932.41,0.0,0.0,-19.4,6865.48,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,18.0,3.79,0.01,3.8,7.58,7.6,0.01,0.0,0.0,0.0,0.0,7.58,7.6,0.01,0.0,15.0
880,24.06.2020,16:12:17,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),20.0,499.5,0.92,0.91,0.87,0.87,7.63,7.58,4.15,4.23,-1481.5,2974.65,0.0,0.0,-15.1,5962.14,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,20.0,3.63,0.01,3.61,7.26,7.23,0.01,0.0,0.0,0.0,0.0,7.26,7.23,0.01,0.0,15.0
881,24.06.2020,16:12:22,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),19.96,997.0,1.78,1.78,1.74,1.73,7.41,7.39,4.15,4.22,-1480.99,2984.6,0.0,0.0,-15.1,5749.18,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,20.0,3.61,0.01,3.61,7.23,7.23,0.01,0.0,0.0,0.0,0.0,7.23,7.23,0.01,0.0,15.0
882,24.06.2020,16:12:25,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),19.96,1497.0,2.65,2.64,2.6,2.59,7.34,7.31,4.15,4.22,-1482.25,2984.47,0.0,0.0,-15.11,5752.0,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,20.0,3.61,0.01,3.61,7.22,7.23,0.01,0.0,0.0,0.0,0.0,7.22,7.23,0.01,0.0,15.0
883,24.06.2020,16:12:28,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),19.98,1997.0,3.51,3.51,3.46,3.46,7.29,7.29,4.15,4.22,-1479.49,2984.52,0.0,0.0,-15.08,5750.91,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,20.0,3.6,0.01,3.61,7.2,7.23,0.01,0.0,0.0,0.0,0.0,7.2,7.23,0.01,0.0,15.0
884,24.06.2020,16:12:31,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),20.95,499.5,0.89,0.9,0.85,0.85,7.42,7.48,4.15,4.43,-1282.71,3005.36,0.0,0.0,-13.04,5305.18,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,21.0,3.52,0.0,3.52,7.05,7.04,0.01,0.0,0.0,0.0,0.0,7.05,7.04,0.01,0.0,15.0
885,24.06.2020,16:12:36,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),20.98,997.0,1.74,1.74,1.7,1.69,7.24,7.23,4.15,4.44,-1266.94,3015.36,0.0,0.0,-12.88,5091.24,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,21.0,3.53,0.0,3.52,7.06,7.04,0.01,0.0,0.0,0.0,0.0,7.06,7.04,0.01,0.0,15.0
886,24.06.2020,16:12:39,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),20.98,1497.0,2.58,2.58,2.54,2.53,7.15,7.15,4.15,4.44,-1269.88,3015.43,0.0,0.0,-12.91,5089.8,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,21.0,3.52,0.0,3.52,7.03,7.04,0.01,0.0,0.0,0.0,0.0,7.03,7.04,0.01,0.0,15.0
887,24.06.2020,16:12:42,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),20.97,1997.0,3.42,3.42,3.38,3.38,7.11,7.12,4.15,4.43,-1269.88,3015.35,0.0,0.0,-12.91,5091.6,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,21.0,3.51,0.0,3.52,7.02,7.04,0.01,0.0,0.0,0.0,0.0,7.02,7.04,0.01,0.0,15.0
888,24.06.2020,16:12:46,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),24.01,499.5,0.84,0.83,0.79,0.78,6.96,6.9,4.15,5.07,-640.48,3081.59,0.0,0.0,-6.49,3674.71,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,24.0,3.3,0.01,3.3,6.6,6.59,0.01,0.0,0.0,0.0,0.0,6.6,6.59,0.01,0.0,15.0
889,24.06.2020,16:12:50,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),23.98,997.0,1.64,1.63,1.59,1.58,6.81,6.78,4.15,5.07,-637.67,3091.93,0.0,0.0,-6.46,3453.52,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,24.0,3.31,0.01,3.3,6.63,6.59,0.01,0.0,0.0,0.0,0.0,6.63,6.59,0.01,0.0,15.0
890,24.06.2020,16:12:53,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),24.0,1497.0,2.42,2.42,2.38,2.37,6.71,6.7,4.15,5.07,-638.86,3091.89,0.0,0.0,-6.47,3454.47,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,24.0,3.29,0.01,3.3,6.59,6.59,0.01,0.0,0.0,0.0,0.0,6.59,6.59,0.01,0.0,15.0
891,24.06.2020,16:12:57,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),23.99,1997.0,3.2,3.21,3.16,3.17,6.66,6.68,4.15,5.07,-642.93,3091.87,0.0,0.0,-6.51,3454.97,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,24.0,3.28,0.01,3.3,6.57,6.59,0.01,0.0,0.0,0.0,0.0,6.57,6.59,0.01,0.0,15.0
892,24.06.2020,16:13:00,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),27.0,499.5,0.79,0.79,0.75,0.74,6.6,6.55,4.15,5.71,-18.54,3158.62,0.0,0.0,-0.27,2027.24,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,27.0,3.12,0.0,3.11,6.24,6.22,0.01,0.0,0.0,0.0,0.0,6.24,6.22,0.01,0.0,15.0
893,24.06.2020,16:13:04,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),26.98,997.0,1.54,1.54,1.5,1.5,6.41,6.42,4.15,5.7,-5.77,3169.15,0.0,0.0,-0.14,1802.04,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,27.0,3.11,0.0,3.11,6.23,6.22,0.01,0.0,0.0,0.0,0.0,6.23,6.22,0.01,0.0,15.0
894,24.06.2020,16:13:08,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),26.98,1497.0,2.28,2.28,2.24,2.24,6.33,6.33,4.15,5.7,-9.9,3169.12,0.0,0.0,-0.18,1802.67,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,27.0,3.1,0.0,3.11,6.21,6.22,0.01,0.0,0.0,0.0,0.0,6.21,6.22,0.01,0.0,15.0
895,24.06.2020,16:13:11,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),26.98,1997.0,3.03,3.03,2.98,2.98,6.29,6.3,4.15,5.7,-15.78,3169.07,0.0,0.0,-0.24,1803.69,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,27.0,3.1,0.0,3.11,6.2,6.22,0.01,0.0,0.0,0.0,0.0,6.2,6.22,0.01,0.0,15.0
896,24.06.2020,16:13:14,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),29.95,499.5,0.75,0.76,0.71,0.71,6.25,6.29,4.15,6.33,597.84,3233.67,0.0,0.0,5.77,422.0,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,30.0,2.94,0.0,2.94,5.88,5.89,0.01,0.0,0.0,0.0,0.0,5.88,5.89,0.01,0.0,15.0
897,24.06.2020,16:13:19,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),29.98,997.0,1.46,1.46,1.42,1.41,6.1,6.07,4.15,6.34,618.44,3244.4,0.0,0.0,5.97,192.54,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,30.0,2.96,0.0,2.94,5.91,5.89,0.01,0.0,0.0,0.0,0.0,5.91,5.89,0.01,0.0,15.0
898,24.06.2020,16:13:22,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),29.97,1497.0,2.16,2.17,2.12,2.12,6.0,6.01,4.15,6.34,611.3,3244.42,0.0,0.0,5.9,192.11,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,30.0,2.94,0.0,2.94,5.88,5.89,0.01,0.0,0.0,0.0,0.0,5.88,5.89,0.01,0.0,15.0
899,24.06.2020,16:13:25,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),29.96,1997.0,2.87,2.87,2.83,2.83,5.96,5.97,4.15,6.33,610.86,3244.42,0.0,0.0,5.89,192.04,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,30.0,2.94,0.0,2.94,5.87,5.89,0.01,0.0,0.0,0.0,0.0,5.87,5.89,0.01,0.0,15.0
900,24.06.2020,16:13:35,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),1.04,499.5,3.38,3.4,3.34,3.35,28.12,28.24,4.15,0.22,-5434.0,2459.26,0.0,0.0,-59.61,16985.52,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,1.0,13.88,0.04,13.79,27.75,27.58,0.07,0.0,0.0,0.0,0.0,27.75,27.58,0.07,0.0,16.0
901,24.06.2020,16:13:39,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),1.04,997.0,6.68,6.68,6.64,6.64,27.82,27.82,4.15,0.22,-5429.68,2467.55,0.0,0.0,-59.56,16808.22,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,1.0,13.82,0.04,13.79,27.63,27.58,0.07,0.0,0.0,0.0,0.0,27.63,27.58,0.07,0.0,16.0
902,24.06.2020,16:13:43,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),1.04,1497.0,9.97,9.97,9.92,9.92,27.64,27.64,4.15,0.22,-5430.06,2467.54,0.0,0.0,-59.56,16808.4,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,1.0,13.76,0.04,13.79,27.51,27.58,0.07,0.0,0.0,0.0,0.0,27.51,27.58,0.07,0.0,16.0
903,24.06.2020,16:13:46,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),1.04,1997.0,13.24,13.25,13.2,13.2,27.52,27.53,4.15,0.22,-5427.74,2467.52,0.0,0.0,-59.53,16808.89,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,1.0,13.72,0.04,13.79,27.43,27.58,0.07,0.0,0.0,0.0,0.0,27.43,27.58,0.07,0.0,16.0
904,24.06.2020,16:13:49,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),2.01,499.5,2.54,2.53,2.5,2.49,21.12,21.03,4.15,0.42,-5234.97,2475.98,0.0,0.0,-57.18,16627.79,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,2.0,10.38,0.02,10.31,20.76,20.63,0.05,0.0,0.0,0.0,0.0,20.76,20.63,0.05,0.0,16.0
905,24.06.2020,16:13:54,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),2.01,997.0,5.0,5.0,4.96,4.96,20.82,20.82,4.15,0.43,-5235.34,2484.46,0.0,0.0,-57.18,16446.44,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,2.0,10.32,0.02,10.31,20.63,20.63,0.05,0.0,0.0,0.0,0.0,20.63,20.63,0.05,0.0,16.0
906,24.06.2020,16:13:57,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),2.02,1497.0,7.47,7.48,7.42,7.43,20.7,20.73,4.15,0.43,-5232.9,2484.4,0.0,0.0,-57.15,16447.88,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,2.0,10.29,0.02,10.31,20.57,20.63,0.05,0.0,0.0,0.0,0.0,20.57,20.63,0.05,0.0,16.0
907,24.06.2020,16:14:00,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),2.02,1997.0,9.93,9.93,9.88,9.89,20.63,20.64,4.15,0.43,-5231.03,2484.41,0.0,0.0,-57.13,16447.6,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,2.0,10.27,0.02,10.31,20.54,20.63,0.05,0.0,0.0,0.0,0.0,20.54,20.63,0.05,0.0,16.0
908,24.06.2020,16:14:03,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),3.03,499.5,2.11,2.11,2.07,2.06,17.56,17.51,4.15,0.64,-5014.91,2509.43,0.0,0.0,-54.52,15912.35,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,3.0,8.6,0.01,8.59,17.19,17.18,0.01,0.0,0.0,0.0,0.0,17.19,17.18,0.01,0.0,16.0
909,24.06.2020,16:14:08,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),3.04,997.0,4.18,4.17,4.14,4.13,17.4,17.37,4.15,0.64,-5015.47,2517.86,0.0,0.0,-54.52,15732.06,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,3.0,8.61,0.01,8.59,17.21,17.18,0.01,0.0,0.0,0.0,0.0,17.21,17.18,0.01,0.0,16.0
910,24.06.2020,16:14:11,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),3.04,1497.0,6.24,6.24,6.19,6.19,17.29,17.3,4.15,0.64,-5014.4,2517.74,0.0,0.0,-54.51,15734.7,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,3.0,8.59,0.01,8.59,17.17,17.18,0.01,0.0,0.0,0.0,0.0,17.17,17.18,0.01,0.0,16.0
911,24.06.2020,16:14:14,Referenz I o. Nadel Referenz I (60 Zyklen),Referenz I (60 Zyklen),3.04,1997.0,8.3,8.3,8.26,8.25,17.25,17.24,4.15,0.64,-5015.16,2517.71,0.0,0.0,-54.52,15735.37,-6.35,-6.35,6.44,6.45,0.04,0.05,0.0,3.0,8.58,0.01,8.59,17.16,17.18,0.01,0.0,0.0,0.0,0.0,17.16,17.18,0.01,0.0,16.0
